"","ID","Description","GeneRatio","BgRatio","pvalue","p.adjust","qvalue","geneID","Count"
"GO:0001666","GO:0001666","response to hypoxia","39/1453","298/18870",0.000787333441873937,0.0214372865450801,0.0174891028186403,"PLAT/SOD2/PDLIM1/TNF/ACVRL1/HMOX1/SIRT2/LOXL2/FOSL2/ANGPTL4/PINK1/ADAM17/MALAT1/KCNK2/EGR1/CRYAB/CD24/VHL/ABAT/PLOD2/LOC102724560/NDNF/HILPDA/ARNT/PLOD1/ADA/SLC11A2/PGF/UCP2/SOD3/MYB/FMN2/ATP7A/CYGB/ZFP36L1/SLC2A4/ADAM8/FAM162A/SCN2A",39
"GO:0030111","GO:0030111","regulation of Wnt signaling pathway","43/1453","338/18870",0.000788135534745593,0.0214372865450801,0.0174891028186403,"LRP1/RNF213/TMEM88B/COL1A1/NRARP/NXN/TRABD2A/CCNYL1/NKD2/PTPRU/ADGRA2/IGFBP4/HDAC1/ANKRD6/EGFR/RECK/PTK7/FOLR1/APOE/WLS/PPM1N/IFT80/CBY1/CSNK1E/NHERF1/TIAM1/EGR1/NOTUM/KREMEN1/DACT3/LMBR1L/LATS2/WNT10B/JUP/DIXDC1/TMEM170B/GREM1/GPC5/SFRP4/TCF7L1/FZD9/TMEM132A/TLE2",43
"GO:0035418","GO:0035418","protein localization to synapse","15/1453","78/18870",0.000792943592127091,0.0214658473849761,0.0175124035038495,"KIF5C/RELN/MAPT/OGT/NLGN2/GRIP1/DLG4/SLITRK3/NETO1/SNAP25/MAP1A/CLSTN1/DLG1/DAG1/NPHS1",15
"GO:0001659","GO:0001659","temperature homeostasis","27/1453","183/18870",0.000818199650687869,0.0220450773807977,0.0179849545858749,"LCN2/GJA1/IL18/TNF/OGT/KDM1A/MFAP2/THRA/IGF2BP2/ADAM17/CEBPB/EGR1/NPR3/ABAT/PTGES/WNT10B/SLC27A1/ACHE/PPARGC1B/HOXC10/UCP2/GPR3/TRPM8/ACSL1/OXTR/ELOVL3/JAK2",27
"GO:0045654","GO:0045654","positive regulation of megakaryocyte differentiation","5/1453","11/18870",0.000837473329195635,0.0221478816510376,0.0180688250164277,"RAB7B/MTURN/SCIN/FAXDC2/TESC",5
"GO:1905165","GO:1905165","regulation of lysosomal protein catabolic process","5/1453","11/18870",0.000837473329195635,0.0221478816510376,0.0180688250164277,"LRP1/LAPTM4B/MARCHF2/ATP13A2/MGAT3",5
"GO:2001056","GO:2001056","positive regulation of cysteine-type endopeptidase activity","21/1453","129/18870",0.000840453261899639,0.0221478816510376,0.0180688250164277,"ATP2A3/HIP1/NGFR/GSN/MAPT/TNF/LGMN/F2R/EIF2AK3/PERP/ROBO1/NLRP1/LAPTM5/FYN/GRIN1/CASP8AP2/CASP10/XDH/FAM162A/JAK2/CYFIP2",21
"GO:0030033","GO:0030033","microvillus assembly","6/1453","16/18870",0.000841402366644809,0.0221478816510376,0.0180688250164277,"ATP8B1/RAP1GAP/NHERF1/PODXL/ESPN/FSCN1",6
"GO:0034638","GO:0034638","phosphatidylcholine catabolic process","6/1453","16/18870",0.000841402366644809,0.0221478816510376,0.0180688250164277,"ENPP2/PLA2G4A/LIPC/PLA2G6/SCARB1/PNPLA8",6
"GO:0043277","GO:0043277","apoptotic cell clearance","11/1453","48/18870",0.000859911712941849,0.0225312646987332,0.0183815990014175,"LRP1/MFGE8/C3/ITGAV/TGM2/MEGF10/GAS6/C4A/SCARB1/TYRO3/MERTK",11
"GO:0071277","GO:0071277","cellular response to calcium ion","16/1453","87/18870",0.000895413102815636,0.0233543362706982,0.0190530824617391,"TUBA1A/LGMN/SLC25A23/JUND/SYT1/AKR1C3/SYT12/PRKAA2/CPNE7/ADGRV1/CLIC4/CARF/SYT8/RASA4/PLCG2/RASGRP2",16
"GO:0015711","GO:0015711","organic anion transport","53/1453","443/18870",0.000904877544957458,0.0234939115308954,0.0191669516340989,"CRABP2/PLIN2/GJA1/ATP8B1/SLC23A2/TNF/RBP7/ERFE/SLC39A14/PSAP/SLC38A3/GABBR1/SLC25A23/ABCC1/CPT1A/FOLR1/APOE/STXBP1/SLC7A5/SPX/SLC17A5/SLC52A3/SLC6A12/PRAF2/NHERF1/PLA2G4A/P2RX4/ABAT/SLC44A4/ADORA2A/PTGES/LYPLA1/SLC27A1/SLC46A1/SLCO4C1/UCP2/SLC16A7/SLC17A7/CACNB4/P2RX7/SLC1A1/SLC16A1/PNPLA8/SLC25A39/ACSL1/LRRC8E/ABCB1/LLGL2/ABCB4/SLC2A4/SERINC5/BDKRB2/CD47",53
"GO:0048659","GO:0048659","smooth muscle cell proliferation","26/1453","175/18870",0.000911458799079571,0.0235577043454412,0.0192189954919041,"PTAFR/CNN1/NOTCH3/SOD2/GJA1/IL18/TNF/IL6/CDKN1A/SERPINF2/HDAC1/HMOX1/NPR1/PDGFRB/APOE/EFEMP2/NDRG2/IGFBP3/CX3CL1/CCL5/CALCRL/MYB/PRKDC/ERN1/RBPMS2/JAK2",26
"GO:0000303","GO:0000303","response to superoxide","8/1453","28/18870",0.000932720456939118,0.0238910280270684,0.0194909297279654,"H19/SOD2/FBLN5/PRDX2/UCP2/SOD3/ATP7A/DHFR",8
"GO:0042398","GO:0042398","cellular modified amino acid biosynthetic process","8/1453","28/18870",0.000932720456939118,0.0238910280270684,0.0194909297279654,"CKB/GAMT/CKMT1A/PLOD2/SLC27A1/DHFR2/DHFR/GART",8
"GO:0040013","GO:0040013","negative regulation of locomotion","51/1453","423/18870",0.000942847586442693,0.0239465110968326,0.0195361942771779,"TIE1/LRP1/EPPK1/SERPINE1/PADI2/ARPIN/SEMA3B/SEMA4D/NGFR/GJA1/RRAS/TNF/DUSP1/OGT/SEMA6B/PTPRU/ACVRL1/SEMA3C/HDAC1/HMOX1/SPINT2/RECK/APOE/TNFAIP6/SERPINF1/HDAC5/NHERF1/PIP5KL1/NEDD9/ROBO1/IGFBP3/CX3CL1/EVL/JUP/ADA/PTPRM/SEMA3G/RHOB/CALR/NISCH/GREM1/CLIC4/DAG1/RNF41/CYGB/C5/CD74/SEMA3A/FBLN1/THY1/SEMA4A",51
"GO:0007265","GO:0007265","Ras protein signal transduction","43/1453","341/18870",0.00094327118291095,0.0239465110968326,0.0195361942771779,"NGFR/RRAS/OGT/CDKN1A/CYTH3/MRAS/CADM4/PSD3/F2RL2/ARRB1/GDI1/APOE/F2R/ARHGAP35/CDC42SE1/HEG1/RGL3/TIAM1/CYTH1/AKAP13/DOCK5/ROBO1/RASGRF1/NTN1/SGSM3/EPHB2/RASGEF1B/KSR1/PLCE1/RHOV/RHOB/NISCH/RALGDS/RASIP1/F2RL1/RASA4/CBL/CYFIP1/RGL1/GPR20/NUP62/PLK2/RASGRP2",43
"GO:0010720","GO:0010720","positive regulation of cell development","53/1453","444/18870",0.000952710044838286,0.0239588123674697,0.0195462299776626,"CRABP2/SPINT1/SEMA4D/RELN/IL18/MAPT/TNF/LYN/IL6/HDAC1/L1CAM/CD83/GDI1/SIRT2/KDM1A/TNFRSF1B/SLC7A5/ZBTB46/MYRF/SERPINF1/TIAM1/NFKBIZ/NEDD9/HAPLN3/ROBO1/TGM2/METRN/GLI2/S1PR2/NTN1/POU4F1/CX3CL1/WNT10B/GAS6/MEGF8/HLA-DRB1/SHANK3/BNC1/EPHB2/ADA/PPARGC1B/TNFSF9/TESC/DAG1/MYB/BTN2A2/PRKDC/ANKRD27/CYFIP1/CD74/ZFP36L1/SMARCD3/ADAM8",53
"GO:1903037","GO:1903037","regulation of leukocyte cell-cell adhesion","47/1453","382/18870",0.000956313567750723,0.0239588123674697,0.0195462299776626,"PTAFR/IL20RB/NRARP/IL18/TNF/ASS1/LYN/IL6/HLA-DMB/ZP3/CD83/SDC4/CHST2/HLA-DMA/PRDX2/CEBPB/NFKBIZ/LOXL3/CD24/HLA-DQB1/ADORA2A/GLI2/CORO1A/CD70/WNT10B/SPN/HLA-DRB1/LAPTM5/FYN/ADA/TNFSF9/CCL5/DLG1/CCDC88B/BTN2A2/HLA-A/CD81/ITCH/TNFRSF21/CD74/PAWR/B2M/SMARCD3/ADAM8/JAK2/THY1/CD47",47
"GO:0032944","GO:0032944","regulation of mononuclear cell proliferation","33/1453","242/18870",0.000956339149121689,0.0239588123674697,0.0195462299776626,"IL20RB/IL18/LYN/IL6/CDKN1A/HLA-DMB/ZP3/SDC4/TNFRSF1B/TNFRSF9/CD22/CEBPB/TNFRSF4/CD24/CORO1A/CD70/SPN/HLA-DRB1/EPHB2/ADA/TNFSF9/PKN1/CCL5/DLG1/CCDC88B/BTN2A2/HLA-A/CD81/ITCH/TNFRSF21/CD74/PAWR/JAK2",33
"GO:1900273","GO:1900273","positive regulation of long-term synaptic potentiation","7/1453","22/18870",0.000961572029931808,0.0239847136898275,0.0195673609584377,"RELN/LGMN/ADORA2A/PDE9A/AKAP5/SHANK3/EPHB2",7
"GO:1904035","GO:1904035","regulation of epithelial cell apoptotic process","19/1453","113/18870",0.000977176384102284,0.0242679630695315,0.0197984432605072,"H19/SERPINE1/GSN/NPC1/TNF/IL6/ICAM1/HMOX1/NUPR1/ANGPTL4/AKR1C3/PRKAA2/GAS6/NDNF/ECSCR/NEUROD1/SFRP4/ZFP36L1/JAK2",19
"GO:0006816","GO:0006816","calcium ion transport","53/1453","445/18870",0.00100277127811656,0.024795798877064,0.0202290656104899,"CACNA1G/ATP2A3/ASIC1/PLCB4/TPCN1/ANXA6/LYN/TSPAN13/SLC25A23/GRIN3B/PDGFRB/SCN3A/F2R/CACNA1H/CACNG8/TMEM38A/CBARP/STAC3/ITGAV/P2RX4/CXCL10/GPM6A/ADORA2A/CORO1A/CX3CL1/AKAP5/GRIN2D/GAS6/G6PD/FYN/MCUB/PLCE1/GSTM2/JPH1/CCL5/CHD7/CALCRL/FKBP1B/CACNB4/P2RX7/EPB41/CALM3/DMD/TRPM8/GRIN1/KCNN4/CACNA1D/SLC8A2/ATP2A1/PLCG2/SCN1A/THY1/SCN2A",53
"GO:0021782","GO:0021782","glial cell development","20/1453","122/18870",0.00101014372126565,0.0248704350684025,0.0202899557805945,"LRP1/ABCA2/MAPT/TNF/LYN/IL6/C5AR1/CLU/SIRT2/CSPG5/ITGB4/CNTN1/MXRA8/MYRF/TSPAN2/PRX/ADORA2A/SH3TC2/DAG1/PHGDH",20
"GO:0097061","GO:0097061","dendritic spine organization","15/1453","80/18870",0.0010421132159301,0.0252102532237408,0.0205671883793123,"RELN/LGMN/APOE/LZTS3/DLG4/TIAM1/NEDD9/SHANK3/FYN/EPHB2/SRCIN1/DIP2A/TANC1/DNM3/INSR",15
"GO:0048873","GO:0048873","homeostasis of number of cells within a tissue","9/1453","35/18870",0.00104531850452696,0.0252102532237408,0.0205671883793123,"IL20RB/TUBA1A/F2R/FOSL2/LIPA/NFKBIZ/VHL/CORO1A/P2RX7",9
"GO:0051968","GO:0051968","positive regulation of synaptic transmission, glutamatergic","9/1453","35/18870",0.00104531850452696,0.0252102532237408,0.0205671883793123,"RELN/NLGN2/CACNG8/STXBP1/ADORA2A/GRIN2D/SHANK3/GRIN1/OXTR",9
"GO:0006801","GO:0006801","superoxide metabolic process","14/1453","72/18870",0.00104601365791782,0.0252102532237408,0.0205671883793123,"H19/SOD2/MAPT/FBLN5/SH3PXD2B/PRDX2/LOC102724560/NOXA1/SOD3/SLC1A1/ATP7A/F2RL1/PREX1/DHFR",14
"GO:0043954","GO:0043954","cellular component maintenance","14/1453","72/18870",0.00104601365791782,0.0252102532237408,0.0205671883793123,"C1QL1/NLGN2/SORT1/APOE/F2R/CHCHD10/NEDD9/FYN/DLG1/TANC1/CAMSAP3/F2RL1/INSR/CLDN1",14
"GO:0043010","GO:0043010","camera-type eye development","43/1453","344/18870",0.00112474908542344,0.026908369365523,0.02195255624008,"CRB2/NES/ALDH1A3/COL4A1/ACVRL1/EFEMP1/INHBA/HDAC1/EGFR/PDGFRB/BIRC7/FBN1/GDF11/ARHGAP35/AGTPBP1/SERPINF1/TGIF2/COL8A2/CRYAB/VHL/GPM6A/KDM5B/TBC1D32/LAMA1/ACHE/EPHB2/SDK1/PTPRM/STRA6/TMOD1/NEUROD1/CHD7/DLG1/LHX2/CLIC4/SLC17A7/SLC1A1/PDE6B/TENM3/SMARCD3/OSR2/MERTK/THY1",43
"GO:0060041","GO:0060041","retina development in camera-type eye","24/1453","159/18870",0.00112589290587535,0.026908369365523,0.02195255624008,"CRB2/COL4A1/ACVRL1/PDGFRB/GDF11/AGTPBP1/SERPINF1/TGIF2/GPM6A/TBC1D32/LAMA1/ACHE/SDK1/PTPRM/NEUROD1/CHD7/LHX2/CLIC4/SLC17A7/SLC1A1/PDE6B/SMARCD3/MERTK/THY1",24
"GO:0035088","GO:0035088","establishment or maintenance of apical/basal cell polarity","12/1453","57/18870",0.00113539689990617,0.0269103198849131,0.0219541475251567,"CRB2/PTK7/NHERF1/DLG4/LIN7A/LAMA1/FSCN1/DLG1/LHX2/CLIC4/CAMSAP3/LLGL2",12
"GO:0061245","GO:0061245","establishment or maintenance of bipolar cell polarity","12/1453","57/18870",0.00113539689990617,0.0269103198849131,0.0219541475251567,"CRB2/PTK7/NHERF1/DLG4/LIN7A/LAMA1/FSCN1/DLG1/LHX2/CLIC4/CAMSAP3/LLGL2",12
"GO:0008361","GO:0008361","regulation of cell size","27/1453","187/18870",0.00114012337689409,0.0269106806975993,0.0219544418856465,"CRABP2/MAP2/SEMA3B/SEMA4D/MAPT/SEMA6B/SEMA3C/L1CAM/GDI1/KDM1A/APOE/DEPTOR/WDTC1/ARHGAP35/NHERF1/NTN1/MEGF8/SHANK3/SEMA3G/P2RX7/NRCAM/ATP7A/KCNN4/LRRC8E/CYFIP1/SEMA3A/SEMA4A",27
"GO:0001558","GO:0001558","regulation of cell growth","50/1453","417/18870",0.00118655511512394,0.0278913696197034,0.0227545137303603,"CRABP2/MAP2/UNC13A/SEMA3B/SEMA4D/GJA1/MAPT/RNF157/SLC23A2/FHL1/SEMA6B/CDKN1A/IGFBP4/ACVRL1/SEMA3C/INHBA/L1CAM/EGFR/GDI1/NPR1/APOE/ADAM17/HYAL1/TNC/SYT1/GNG4/KLHL22/CRYAB/DACT3/SLC44A4/NTN1/IGFBP3/MEGF8/G6PD/PLCE1/CDA/SEMA3G/GREM1/CLSTN1/NRCAM/SGK3/ITCH/CYFIP1/SEMA3A/HPN/NDRG3/EAF2/SPAG9/SEMA4A/RASGRP2",50
"GO:0000305","GO:0000305","response to oxygen radical","8/1453","29/18870",0.00120204347879959,0.0279108632150538,0.0227704171187239,"H19/SOD2/FBLN5/PRDX2/UCP2/SOD3/ATP7A/DHFR",8
"GO:0032770","GO:0032770","positive regulation of monooxygenase activity","8/1453","29/18870",0.00120204347879959,0.0279108632150538,0.0227704171187239,"S100A1/TNF/POR/APOE/NPR3/SCARB1/ATP7A/DHFR",8
"GO:0090025","GO:0090025","regulation of monocyte chemotaxis","8/1453","29/18870",0.00120204347879959,0.0279108632150538,0.0227704171187239,"SERPINE1/DUSP1/LYN/LGMN/S100A14/CXCL10/CCL5/GREM1",8
"GO:0060326","GO:0060326","cell chemotaxis","41/1453","325/18870",0.00121303272864992,0.0279416963586736,0.022795571609142,"CCL20/SERPINE1/PADI2/FGFR1/DUSP1/LYN/IL6/C5AR1/LGMN/SAA1/ARRB2/S100A14/ABCC1/PDGFRB/CXCL8/TNFAIP6/ADAM17/TIAM1/CAMK1D/NEDD9/P2RX4/CXCL10/CXCL2/CORO1A/CX3CL1/GAS6/BSG/PGF/CALR/CCL5/GREM1/ITGA1/NR4A1/MTUS1/F2RL1/PREX1/AKIRIN1/C5/CD74/ADAM8/ZNF580",41
"GO:0050862","GO:0050862","positive regulation of T cell receptor signaling pathway","6/1453","17/18870",0.00121614322493234,0.0279416963586736,0.022795571609142,"RAB29/LIPA/NECTIN2/ADA/CD81/KCNN4",6
"GO:0072330","GO:0072330","monocarboxylic acid biosynthetic process","31/1453","226/18870",0.00121804663748419,0.0279416963586736,0.022795571609142,"MLXIPL/PTGDS/ALDH1A3/GAMT/FADS3/SCD5/PRKAG2/INSIG2/SIRT2/ELOVL2/WDTC1/SDS/PECR/DAGLB/PLA2G4A/PTGS1/AKR1C3/GSTM4/PRKAA2/PTGES/DSEL/LIPC/TECR/ACOT7/LPGAT1/GSTM2/OSBPL6/PNPLA8/CD74/ELOVL3/ACSS2",31
"GO:0006693","GO:0006693","prostaglandin metabolic process","11/1453","50/18870",0.00123338789968844,0.028123264267821,0.0229436994902041,"AKR1B1/CYP2S1/PTGDS/PTGR1/DAGLB/PLA2G4A/PTGS1/AKR1C3/PTGES/PNPLA8/CD74",11
"GO:0071674","GO:0071674","mononuclear cell migration","29/1453","207/18870",0.00123804845002282,0.028123264267821,0.0229436994902041,"CCL20/SERPINE1/PADI2/TNF/DUSP1/LYN/IL6/ICAM1/C5AR1/LGMN/SAA1/S100A14/ADAM17/ITGAL/NEDD9/CXCL10/CORO1A/CX3CL1/SPN/GAS6/PECAM1/CALR/CCL5/CD99/GREM1/ECM1/AKIRIN1/ADAM8/CD47",29
"GO:0048661","GO:0048661","positive regulation of smooth muscle cell proliferation","17/1453","98/18870",0.00124073224710975,0.028123264267821,0.0229436994902041,"PTAFR/NOTCH3/GJA1/IL18/TNF/IL6/SERPINF2/HDAC1/HMOX1/PDGFRB/CX3CL1/CCL5/CALCRL/MYB/ERN1/RBPMS2/JAK2",17
"GO:1903131","GO:1903131","mononuclear cell differentiation","56/1453","481/18870",0.00125184828924701,0.028263072838652,0.0230577590035221,"NRARP/IL18/LYN/IL6/INHBA/CD79B/CD83/STAT4/DHRS2/FOSL2/TNFRSF9/ZBTB46/ADAM17/LIPA/PRDX2/CEBPB/CLEC4E/HDAC5/NFKBIZ/LOXL3/EGR1/FANCA/CYP26B1/GLI2/BATF2/LMBR1L/WNT10B/SPN/GAS6/HLA-DRB1/CSF2/ADA/PSG9/TNFSF9/CHD7/MFNG/MYB/RNF41/BTN2A2/PRKDC/TYRO3/ATP7A/F2RL1/KLF6/PREX1/CD74/MR1/ZFP36L1/FZD9/B2M/SMARCD3/MERTK/ADAM8/PLCG2/NFATC1/SEMA4A",56
"GO:1990138","GO:1990138","neuron projection extension","26/1453","179/18870",0.00127620856664438,0.0286996194199711,0.0234139051990661,"MAP2/UNC13A/SEMA3B/SEMA4D/MAPT/RNF157/SLC23A2/SEMA6B/SEMA3C/L1CAM/GDI1/APOE/TIAM1/SYT1/NTN1/FLRT3/MEGF8/PAK6/SEMA3G/LHX2/NRCAM/CYFIP1/SEMA3A/CYFIP2/SPAG9/SEMA4A",26
"GO:0019430","GO:0019430","removal of superoxide radicals","7/1453","23/18870",0.00129121178486387,0.0289231439809506,0.0235962624214338,"H19/SOD2/FBLN5/PRDX2/SOD3/ATP7A/DHFR",7
"GO:0010507","GO:0010507","negative regulation of autophagy","16/1453","90/18870",0.00130482230675572,0.0291138477194869,0.0237518435526626,"NPC1/ERFE/HMOX1/SIRT2/NUPR1/FOXK2/SLC7A5/PINK1/KLHL22/FEZ1/VHL/RRAGD/RNF41/RASIP1/STK38L/RRAGA",16
"GO:0050655","GO:0050655","dermatan sulfate proteoglycan metabolic process","5/1453","12/18870",0.00134492680691743,0.0298919140899314,0.0243866105845729,"B3GAT3/DSEL/IDUA/IDS/CSGALNACT1",5
"GO:0070227","GO:0070227","lymphocyte apoptotic process","15/1453","82/18870",0.00135427781294995,0.0299830808820547,0.0244609868540572,"EBF4/LYN/BIRC7/LIPA/NFKBIZ/VHL/LMBR1L/ADA/PKN1/CCL5/DFFA/P2RX7/TNFRSF21/CD74/ADAM8",15
"GO:0015748","GO:0015748","organophosphate ester transport","23/1453","152/18870",0.00136567519074613,0.0300565379908411,0.0245209150975699,"ATP8B1/ANO9/SLC25A23/ABCC1/APOE/ATP8B2/PITPNM3/PLTP/SLC44A4/PLSCR4/ABCA3/SCARB2/PRAP1/SLC66A2/P2RX7/SCARB1/KCNN4/LRRC8E/ABCB1/TMEM41B/ABCB4/CD47/ATP10A",23
"GO:0017156","GO:0017156","calcium-ion regulated exocytosis","13/1453","66/18870",0.00137838128346499,0.0300565379908411,0.0245209150975699,"UNC13A/BAIAP3/ZP3/STXBP1/SCAMP5/DOC2A/CBARP/SYT1/SYT12/SNAP25/SCIN/RIMS3/SYT8",13
"GO:0045123","GO:0045123","cellular extravasation","14/1453","74/18870",0.00138183814473148,0.0300565379908411,0.0245209150975699,"PTAFR/TNF/ICAM1/PODXL2/CHST2/ITGAL/CX3CL1/SPN/PECAM1/CD99/ITGA1/ADAM8/THY1/CD47",14
"GO:0070663","GO:0070663","regulation of leukocyte proliferation","35/1453","267/18870",0.00138244037697181,0.0300565379908411,0.0245209150975699,"IL20RB/IL18/LYN/IL6/CDKN1A/HLA-DMB/ZP3/SDC4/TNFRSF1B/TNFRSF9/CD22/CEBPB/TNFRSF4/CD24/CORO1A/CD70/SPN/HLA-DRB1/CSF2/EPHB2/ADA/TNFSF9/PKN1/CCL5/GREM1/DLG1/CCDC88B/BTN2A2/HLA-A/CD81/ITCH/TNFRSF21/CD74/PAWR/JAK2",35
"GO:0043087","GO:0043087","regulation of GTPase activity","39/1453","307/18870",0.00138390572331779,0.0300565379908411,0.0245209150975699,"CCL20/SEMA4D/TBC1D16/ASAP3/AGAP2/RAP1GAP/RGS11/F2R/CCPG1/RGL3/TIAM1/TBC1D4/TBC1D9/TGM2/RALGAPA2/RASGRF1/CX3CL1/SGSM3/TBC1D5/TBC1D8B/RABGAP1/EVI5L/FGD2/RASGEF1B/CCL5/RGS10/RGS9/RALGDS/RASIP1/TBC1D30/F2RL1/RASA4/RGL1/PREX1/AGAP3/TBC1D8/THY1/DOCK6/RASGRP2",39
"GO:0071356","GO:0071356","cellular response to tumor necrosis factor","32/1453","238/18870",0.00143204557168132,0.0309842587327412,0.0252777741061929,"CCL20/COL1A1/ANKRD1/TNF/ASS1/AKAP12/TNFRSF1B/BIRC7/ADAMTS13/CXCL8/ADAM17/HYAL1/GBP2/TNFRSF4/CD70/CX3CL1/GAS6/LAPTM5/MIB2/CCL5/TNFRSF18/GSDME/F2RL1/NFKBIA/ADAMTS12/TNFRSF21/ZFP36L1/CLDN1/SLC2A4/JAK2/NFATC1/RRAGA",32
"GO:0051896","GO:0051896","regulation of phosphatidylinositol 3-kinase/protein kinase B signal transduction","33/1453","248/18870",0.00145184965161893,0.0312942083398012,0.0255306391567706,"GDF15/H19/HIP1/SEMA4D/FGFR1/IL18/RRAS/TNF/ERFE/ERBB3/ARRB2/EGFR/PDGFRB/F2R/PINK1/NHERF1/AKR1C3/P2RX4/CX3CL1/GAS6/PIK3AP1/CCL5/DLG1/DAG1/RNF41/BTN2A2/LIN28A/F2RL1/INSR/CBL/XDH/ADAM8/JAK2",33
"GO:0006692","GO:0006692","prostanoid metabolic process","11/1453","51/18870",0.00146490499651348,0.0313294448293032,0.0255593860127019,"AKR1B1/CYP2S1/PTGDS/PTGR1/DAGLB/PLA2G4A/PTGS1/AKR1C3/PTGES/PNPLA8/CD74",11
"GO:0009636","GO:0009636","response to toxic substance","34/1453","258/18870",0.00146615761226144,0.0313294448293032,0.0255593860127019,"H19/SOD2/TNF/ASS1/NXN/LYN/CDKN1A/FBLN5/NUPR1/KDM1A/AKR1A1/APOE/DHRS2/ADAMTS13/TXNRD1/PINK1/PRDX2/SNN/PTGS1/SRXN1/PDZK1/KDM5B/PTGES/SRD5A1/GSTM2/CCL5/SOD3/MTARC2/ATP7A/ABCB1/HBQ1/CYGB/CLDN1/DHFR",34
"GO:0015850","GO:0015850","organic hydroxy compound transport","39/1453","308/18870",0.00146993893806955,0.0313294448293032,0.0255593860127019,"LRP1/ABCA2/LIMA1/NPC1/ATP8B1/SLC29A4/RAB3B/CLU/SREBF2/SLC44A1/GABBR1/APOE/PINK1/ABCA5/LIPA/PLTP/SYT1/SYT12/ABAT/KDM5B/TGM2/ADORA2A/LIPC/ABCA3/ABCG4/STRA6/SLC16A7/MYB/OSBPL6/SLC16A1/SCARB1/OXTR/SYT8/NFKBIA/BMP6/NPC1L1/ABCB4/MSR1/SLC18B1",39
"GO:1903532","GO:1903532","positive regulation of secretion by cell","37/1453","288/18870",0.00148036609185946,0.031434390768406,0.0256450036731043,"PTAFR/ANKRD1/BAIAP3/NLGN2/INHBA/ZP3/F2RL2/SDC4/GABBR1/WLS/STXBP1/PINK1/SCAMP5/PLA2G4A/SYT1/P2RX4/ABAT/ADORA2A/PTGES/SNAP25/SYTL4/ATP13A2/HLA-DRB1/ACHE/PLA2G6/MYB/P2RX7/TM7SF3/KCNN4/F2RL1/OXTR/RAB27A/BMP6/UNC13D/ADAM8/JAK2/TMEM132A",37
"GO:1905475","GO:1905475","regulation of protein localization to membrane","26/1453","181/18870",0.0015016951783145,0.0317691957723422,0.0259181464109095,"LRP1/GSN/TNF/NKD2/OGT/NLGN2/EGFR/GDI1/TNFAIP6/PLS1/STAC3/PDZK1/LRRC15/AKAP5/LYPLA1/FYN/EPHB2/CNST/SORBS1/DLG1/DAG1/SLC1A1/GPC5/CD81/FZD9/TMEM59",26
"GO:0007160","GO:0007160","cell-matrix adhesion","32/1453","239/18870",0.00153445519596564,0.032342465237475,0.0263858347350549,"MSLN/SERPINE1/RRAS/FBLN5/ACVRL1/L1CAM/SDC4/ITGB4/NID2/THSD1/CCN2/ADAMTS13/BCAM/EFEMP2/EPB41L5/TIAM1/ITGAL/ITGAV/CX3CL1/JUP/SORBS1/TMEM8B/ITGA2B/GREM1/ITGA1/ITGA5/DAG1/CAMSAP3/MSLNL/ADAMTS12/SGCE/THY1",32
"GO:0031638","GO:0031638","zymogen activation","12/1453","59/18870",0.00155806338218584,0.0326417083314341,0.0266299651303367,"SERPINE1/PLAT/CTSH/SERPINF2/LGMN/PERP/C1R/PRSS12/C1RL/HPN/CTSZ/CYFIP2",12
"GO:0060349","GO:0060349","bone morphogenesis","17/1453","100/18870",0.00156008164819354,0.0326417083314341,0.0266299651303367,"COL1A1/ANXA6/INSIG2/TMEM119/FOSL2/IFT80/PHOSPHO1/CYP26B1/LOC102724560/COL27A1/MEGF8/NAB1/FGFR3/SFRP4/BMP6/OSR2/CSGALNACT1",17
"GO:0034612","GO:0034612","response to tumor necrosis factor","34/1453","259/18870",0.00156607744155211,0.032647570606371,0.026634747728587,"CCL20/COL1A1/ANKRD1/TNF/ASS1/TUBA1A/AKAP12/TNFRSF1B/BIRC7/ADAMTS13/CXCL8/ADAM17/HYAL1/GBP2/TNFRSF4/CD70/CX3CL1/GAS6/LAPTM5/MIB2/CCL5/TNFRSF18/GSDME/CD14/F2RL1/NFKBIA/ADAMTS12/TNFRSF21/ZFP36L1/CLDN1/SLC2A4/JAK2/NFATC1/RRAGA",34
"GO:0045862","GO:0045862","positive regulation of proteolysis","43/1453","350/18870",0.00158186369125548,0.0328567469252774,0.0268053992772746,"CLDN4/ATP2A3/HIP1/CTSH/NGFR/GSN/MAPT/TNF/LYN/NKD2/CTSV/OGT/CLU/LGMN/SIRT2/NUPR1/TNFRSF1B/APOE/F2R/AGTPBP1/PINK1/TMTC3/EIF2AK3/CSNK1E/RNF144A/PERP/MAGEF1/ROBO1/NLRP1/CCBE1/LAPTM5/FYN/ECSCR/L3MBTL3/GRIN1/CASP8AP2/CASP10/HPN/XDH/ADAM8/FAM162A/JAK2/CYFIP2",43
